Nombre,Marca,Peso,Precio,Imagen,Categoria,Subcategoria,Consulta_Nombre,Consulta_Categoria,
Dulce de Leche,Sancor,250 grs,376.20,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/edae9653_7790080031874_m.jpg,Almacen,Dulce de Leche,Dulce de Leche Sancor de 250 grs,Almacen Dulce de Leche, 
Azucar Impalpable,Dos Anclas,250 grs,650.60,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1e494c65_7792900990620_m.jpg,Almacen,Repostería,Azucar Impalpable Dos Anclas de 250 grs,Almacen Repostería, 
Salsa de Chocolate,Dos Anclas,310 grs,697.04,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1e5aeb2d_7792900990828_m.jpg,Almacen,Repostería,Salsa de Chocolate Dos Anclas de 310 grs,Almacen Repostería, 
Salsa de Frutilla Nvo.Ovt,Dos Anclas,320 grs,822.49,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1e5b175e_7792900990835_m.jpg,Almacen,Repostería,Salsa de Frutilla Nvo.Ovt Dos Anclas de 320 grs,Almacen Repostería, 
Esencia de vainilla,Dos Anclas,100 cc,418.24,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/0bc3eea2_7792900092911_m.jpg,Almacen,Repostería,Esencia de vainilla Dos Anclas de 100 cc,Almacen Repostería, 
Baño de reposteria semiamargo,Georgalos,150 grs,1444.61,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/d2c812fc_7790380004882_m.jpg,Almacen,Repostería,Baño de reposteria semiamargo Georgalos de 150 grs,Almacen Repostería, 
Baño de Reposteria de Leche,Georgalos,150 grs,1444.61,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/c3535024_7790380016687_m.jpg,Almacen,Repostería,Baño de Reposteria de Leche Georgalos de 150 grs,Almacen Repostería, 
Baño Repostería Leche,Aguila,150 grs,890.99,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1e37ff08_7790580131470_m.jpg,Almacen,Repostería,Baño Repostería Leche Aguila de 150 grs,Almacen Repostería, 
Baño Repostería Semiamargo,Aguila,150 grs,890.99,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1e37ff07_7790580131487_m.jpg,Almacen,Repostería,Baño Repostería Semiamargo Aguila de 150 grs,Almacen Repostería, 
Baño Repostería Blanco,Aguila,150 grs,890.99,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1e37ff07_7790580131494_m.jpg,Almacen,Repostería,Baño Repostería Blanco Aguila de 150 grs,Almacen Repostería, 
Baño Repostería Celeste,Aguila,150 grs,890.99,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Repostería,Baño Repostería Celeste Aguila de 150 grs,Almacen Repostería, 
Baño Repostería Rosa,Aguila,150 grs,890.99,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Repostería,Baño Repostería Rosa Aguila de 150 grs,Almacen Repostería, 
Chocolate P/Taza,Alteza,90 grs,702.31,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/8cd60d14_7790380040293_m.jpg,Almacen,Repostería,Chocolate P/Taza Alteza de 90 grs,Almacen Repostería, 
Bicarbonato,Alicante,50 grs,157.79,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1e382412_7790150430392_m.jpg,Almacen,Repostería,Bicarbonato Alicante de 50 grs,Almacen Repostería, 
Bicarbonato de Sodio,Dos Anclas,25 grs,132.68,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1e382416_7792900092805_m.jpg,Almacen,Repostería,Bicarbonato de Sodio Dos Anclas de 25 grs,Almacen Repostería, 
Manteca de Mani,King,350 grs,1248.55,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Repostería,Manteca de Mani King de 350 grs,Almacen Repostería, 
Dulce de avellanas,Nutella,350 grs,1759.55,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/770a3bbd_7898024394181_m.jpg,Almacen,Repostería,Dulce de avellanas Nutella de 350 grs,Almacen Repostería, 
Dulce de avellanas,Nutella,140 grs,879.82,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/df3300b7_7898024395232_m.jpg,Almacen,Repostería,Dulce de avellanas Nutella de 140 grs,Almacen Repostería, 
Coco rallado,Alicante,50 grs,226.42,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1e382417_7790150460474_m.jpg,Almacen,Repostería,Coco rallado Alicante de 50 grs,Almacen Repostería, 
Esencia Vainilla,Alicante,100 cc,249.27,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1e382418_7790150610305_m.jpg,Almacen,Repostería,Esencia Vainilla Alicante de 100 cc,Almacen Repostería, 
Relleno Aguila 3 en 1,Aguila,290 grs,999.00,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1e37fd05_7790580134334_m.jpg,Almacen,Repostería,Relleno Aguila 3 en 1 Aguila de 290 grs,Almacen Repostería, 
Leche en Polvo Entera,Ilolay,800 grs,3814.80,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Leche en Polvo,Leche en Polvo Entera Ilolay de 800 grs,Almacen Leche en Polvo, 
Leche en Polvo Entera Bolsa,Ilolay,400 grs,2101.89,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Leche en Polvo,Leche en Polvo Entera Bolsa Ilolay de 400 grs,Almacen Leche en Polvo, 
Leche en Polvo Entera,Milkaut,800 grs,3284.77,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Leche en Polvo,Leche en Polvo Entera Milkaut de 800 grs,Almacen Leche en Polvo, 
Leche en Pvo Entera,Formidable,800 grs,2896.09,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/5eb1fa5e_7798095171059_m.jpg,Almacen,Leche en Polvo,Leche en Pvo Entera Formidable de 800 grs,Almacen Leche en Polvo, 
Leche en polvo Entera +Plus,Purisima,800 grs,3113.37,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Leche en Polvo,Leche en polvo Entera +Plus Purisima de 800 grs,Almacen Leche en Polvo, 
Leche en Polvo Fortigrow C/Explorado...,Nido,800 grs,3514.06,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1e49a9a6_8445290332318_m.jpg,Almacen,Leche en Polvo,Leche en Polvo Fortigrow C/Explorado... Nido de 800 grs,Almacen Leche en Polvo, 
Leche Pvo.Infantil A2 Prebio1 Selva ...,Nido,800 grs,3654.69,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1e5ad882_8445290328540_m.png,Almacen,Leche en Polvo,Leche Pvo.Infantil A2 Prebio1 Selva ... Nido de 800 grs,Almacen Leche en Polvo, 
Leche Infantil 2 (6 a 12 Meses) Nvo.,Vital,800 grs,7531.03,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1e4983f7_7795323774846_m.jpg,Almacen,Leche en Polvo,Leche Infantil 2 (6 a 12 Meses) Nvo. Vital de 800 grs,Almacen Leche en Polvo, 
Leche Profutura 2,Nutrilon,200 ml,801.47,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Leche en Polvo,Leche Profutura 2 Nutrilon de 200 ml,Almacen Leche en Polvo, 
Leche en Polvo Descremada,Milkaut,800 grs,3284.77,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Leche en Polvo,Leche en Polvo Descremada Milkaut de 800 grs,Almacen Leche en Polvo, 
Leche en polvo descremada,Ilolay,800 grs,4269.90,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Leche en Polvo,Leche en polvo descremada Ilolay de 800 grs,Almacen Leche en Polvo, 
Leche en Polvo Descremada,San Regim,500 grs,2897.27,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1dddcafa_7790080044188_m.jpg,Almacen,Leche en Polvo,Leche en Polvo Descremada San Regim de 500 grs,Almacen Leche en Polvo, 
Leche en Polvo Descremada + Plus,Purisima,800 grs,3132.84,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1e49627f_7798095171370_m.jpg,Almacen,Leche en Polvo,Leche en Polvo Descremada + Plus Purisima de 800 grs,Almacen Leche en Polvo, 
Leche Premiun 3 (+ de 12 Meses),Nutrilon,800 grs,9550.95,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/0ece711e_7795323002444_m.jpg,Almacen,Leche en Polvo,Leche Premiun 3 (+ de 12 Meses) Nutrilon de 800 grs,Almacen Leche en Polvo, 
Leche Profutura 4,Nutrilon,800 grs,9551.26,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/3a7f83ee_7795323002451_m.jpg,Almacen,Leche en Polvo,Leche Profutura 4 Nutrilon de 800 grs,Almacen Leche en Polvo, 
Leche en Polvo Ex.Calcio 0%Grasa 17M...,Svelty,800 grs,2652.09,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1e49c02e_8445290419446_m.jpg,Almacen,Leche en Polvo,Leche en Polvo Ex.Calcio 0%Grasa 17M... Svelty de 800 grs,Almacen Leche en Polvo, 
Leche en Polvo Entera NutriFuerza Sf...,La Lechera,800 grs,2399.90,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Leche en Polvo,Leche en Polvo Entera NutriFuerza Sf... La Lechera de 800 grs,Almacen Leche en Polvo, 
Leche en Polvo Ex.Calcio 0%Grasa 17M...,Svelty,400 grs,799.99,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1e49c02e_8445290419422_m.jpg,Almacen,Leche en Polvo,Leche en Polvo Ex.Calcio 0%Grasa 17M... Svelty de 400 grs,Almacen Leche en Polvo, 
Leche en Polvo Entera,La Paulina,800 grs,1869.99,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/50a3a2e7_7790398100644_m.jpg,Almacen,Leche en Polvo,Leche en Polvo Entera La Paulina de 800 grs,Almacen Leche en Polvo, 
Leche en Polvo Descremada,Purisima,400 grs,849.99,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/dd99c0a8_7798095170595_m.jpg,Almacen,Leche en Polvo,Leche en Polvo Descremada Purisima de 400 grs,Almacen Leche en Polvo, 
Gelatina sin Sabor,Royal,14 grs,328.18,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/bfa4aa4a_7622201106034_m.jpg,Almacen,Premezclas,Gelatina sin Sabor Royal de 14 grs,Almacen Premezclas, 
Gelatina p/preparar de Frambuesa,Royal,25 grs,271.60,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1e5b0e35_7622201819668_m.jpg,Almacen,Premezclas,Gelatina p/preparar de Frambuesa Royal de 25 grs,Almacen Premezclas, 
Gelatina light frutilla,Exquisita,25 grs,321.98,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/20618308_7790070409966_m.jpg,Almacen,Premezclas,Gelatina light frutilla Exquisita de 25 grs,Almacen Premezclas, 
Flan p/preparar Vainilla,Royal,60 grs,262.34,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1e5b0e35_7622201705268_m.jpg,Almacen,Premezclas,Flan p/preparar Vainilla Royal de 60 grs,Almacen Premezclas, 
Bizcochuelo p/Preparar Vain.Alto y E...,Exquisita,540 grs,890.08,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/9dd03c6f_7790070410139_m.jpg,Almacen,Premezclas,Bizcochuelo p/Preparar Vain.Alto y E... Exquisita de 540 grs,Almacen Premezclas, 
Bizcochuelo p/Preparar Choc.Alto y E...,Exquisita,540 grs,1033.32,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/ac166d7f_7790070410146_m.jpg,Almacen,Premezclas,Bizcochuelo p/Preparar Choc.Alto y E... Exquisita de 540 grs,Almacen Premezclas, 
Bizcochuelo p/Prep. Vainilla Libre d...,Exquisita,450 grs,1134.33,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Premezclas,Bizcochuelo p/Prep. Vainilla Libre d... Exquisita de 450 grs,Almacen Premezclas, 
Bizcochuelo p/Prep. Chocolate Libre ...,Exquisita,450 grs,1215.29,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Premezclas,Bizcochuelo p/Prep. Chocolate Libre ... Exquisita de 450 grs,Almacen Premezclas, 
Bizcochuelo p/Preparar Naranja,Exquisita,540 grs,807.85,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/e3328953_7790070412362_m.jpg,Almacen,Premezclas,Bizcochuelo p/Preparar Naranja Exquisita de 540 grs,Almacen Premezclas, 
Bizcochuelo p/Preparar Coco,Exquisita,540 grs,807.85,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/c92daf27_7790070412386_m.jpg,Almacen,Premezclas,Bizcochuelo p/Preparar Coco Exquisita de 540 grs,Almacen Premezclas, 
Postre p/preparar Chocolate,Royal,65 grs,435.16,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/3ecca901_7622300989934_m.jpg,Almacen,Premezclas,Postre p/preparar Chocolate Royal de 65 grs,Almacen Premezclas, 
Postre p/preparar Vainilla,Royal,75 grs,396.14,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1e5b1f99_7622201704643_m.jpg,Almacen,Premezclas,Postre p/preparar Vainilla Royal de 75 grs,Almacen Premezclas, 
Crema Chantilly,Royal,50 grs,550.93,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1e5b1f99_7622201705480_m.jpg,Almacen,Premezclas,Crema Chantilly Royal de 50 grs,Almacen Premezclas, 
Premezcla Cookies Vainilla C/Chips,Exquisita,300 grs,589.38,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Premezclas,Premezcla Cookies Vainilla C/Chips Exquisita de 300 grs,Almacen Premezclas, 
Premezcla Cookies Chocolate C/Chips,Exquisita,300 grs,589.38,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Premezclas,Premezcla Cookies Chocolate C/Chips Exquisita de 300 grs,Almacen Premezclas, 
Gelatina Frutilla en Sobres,Exquisita,40 grs,252.09,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Premezclas,Gelatina Frutilla en Sobres Exquisita de 40 grs,Almacen Premezclas, 
Gelatina Cereza en Sobres,Exquisita,40 grs,281.51,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Premezclas,Gelatina Cereza en Sobres Exquisita de 40 grs,Almacen Premezclas, 
Gelatina Frambuesa,Exquisita,40 grs,278.36,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Premezclas,Gelatina Frambuesa Exquisita de 40 grs,Almacen Premezclas, 
Flan Vainilla Nvo.Oct,Exquisita,40 grs,162.98,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1e5b09ed_7790070413116_m.jpg,Almacen,Premezclas,Flan Vainilla Nvo.Oct Exquisita de 40 grs,Almacen Premezclas, 
Flan Dulce de Leche,Exquisita,40 grs,185.08,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Premezclas,Flan Dulce de Leche Exquisita de 40 grs,Almacen Premezclas, 
Bizcochuelo 1Minuto Vainilla C/Chips,Exquisita,60 grs,213.32,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Premezclas,Bizcochuelo 1Minuto Vainilla C/Chips Exquisita de 60 grs,Almacen Premezclas, 
Bizcochuelo 1Minuto Chocolate,Exquisita,55 grs,213.32,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Premezclas,Bizcochuelo 1Minuto Chocolate Exquisita de 55 grs,Almacen Premezclas, 
Bizcochuelo 1Min Microondas Limon,Exquisita,55 grs,203.02,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Premezclas,Bizcochuelo 1Min Microondas Limon Exquisita de 55 grs,Almacen Premezclas, 
Torta p/Prep.de Chocolate,Exquisita,450 grs,928.68,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/9b53a2f1_7790070412522_m.jpg,Almacen,Premezclas,Torta p/Prep.de Chocolate Exquisita de 450 grs,Almacen Premezclas, 
Pvo.P/Prep. Budin de Vainilla,Exquisita,300 grs,426.55,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1e5b3a5c_7790070431011_m.jpg,Almacen,Premezclas,Pvo.P/Prep. Budin de Vainilla Exquisita de 300 grs,Almacen Premezclas, 
Pvo.P/Preparar Postre Chocolate Ligh...,Exquisita,65 grs,321.78,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Premezclas,Pvo.P/Preparar Postre Chocolate Ligh... Exquisita de 65 grs,Almacen Premezclas, 
Pvo.P/Preparar Postre Vainilla Light...,Exquisita,50 grs,321.78,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Premezclas,Pvo.P/Preparar Postre Vainilla Light... Exquisita de 50 grs,Almacen Premezclas, 
Pvo.P/Preparar Mousse DDL Granizado ...,Exquisita,95 grs,396.15,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Premezclas,Pvo.P/Preparar Mousse DDL Granizado ... Exquisita de 95 grs,Almacen Premezclas, 
Pvo.P/Preparar Mousse Choco Nougat S...,Exquisita,95 grs,320.81,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Premezclas,Pvo.P/Preparar Mousse Choco Nougat S... Exquisita de 95 grs,Almacen Premezclas, 
Polvo P/Preparar Brownies Chocolate ...,Exquisita,750 grs,1176.33,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Premezclas,Polvo P/Preparar Brownies Chocolate ... Exquisita de 750 grs,Almacen Premezclas, 
Pvo.P/Prep. Helado Chocolate,Exquisita,55 grs,238.93,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Premezclas,Pvo.P/Prep. Helado Chocolate Exquisita de 55 grs,Almacen Premezclas, 
Pvo.P/Prep. Helado Dulce de Leche,Exquisita,52 grs,258.55,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Premezclas,Pvo.P/Prep. Helado Dulce de Leche Exquisita de 52 grs,Almacen Premezclas, 
Bizcochuelo Marmolado,Godet,500 grs,1171.11,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Premezclas,Bizcochuelo Marmolado Godet de 500 grs,Almacen Premezclas, 
Bizcochuelo Chocolate,Godet,480 grs,1171.15,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Premezclas,Bizcochuelo Chocolate Godet de 480 grs,Almacen Premezclas, 
Pvo.P/Prep. Budin de Chocolate,Exquisita,300 grs,426.55,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1e5b3a5d_7790070431028_m.jpg,Almacen,Premezclas,Pvo.P/Prep. Budin de Chocolate Exquisita de 300 grs,Almacen Premezclas, 
Bizcochuelo de Limon,Barbara,450 grs,658.67,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Premezclas,Bizcochuelo de Limon Barbara de 450 grs,Almacen Premezclas, 
Bizcochuelo de Vainilla,Barbara,450 grs,658.67,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Premezclas,Bizcochuelo de Vainilla Barbara de 450 grs,Almacen Premezclas, 
Brownies S/TACC,Maizena,500 grs,519.23,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/cd47e7e8_7794000003569_m.jpg,Almacen,Premezclas,Brownies S/TACC Maizena de 500 grs,Almacen Premezclas, 
Polvo para crema chantilly,Dos Anclas,50 grs,351.69,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/0a7411a7_7792900917009_m.jpg,Almacen,Premezclas,Polvo para crema chantilly Dos Anclas de 50 grs,Almacen Premezclas, 
Premezcla P/Chipa Receta Casera,Maizena,250 grs,689.60,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Premezclas,Premezcla P/Chipa Receta Casera Maizena de 250 grs,Almacen Premezclas, 
Premezcla Ñoquis Papa,Mama Cocina,400 grs,768.47,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/4fdab03f_7792180006752_m.jpg,Almacen,Premezclas,Premezcla Ñoquis Papa Mama Cocina de 400 grs,Almacen Premezclas, 
Premezcla P/Pizza,Blancaflor,400 grs,613.37,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Premezclas,Premezcla P/Pizza Blancaflor de 400 grs,Almacen Premezclas, 
Gelatina light durazno,Exquisita,25 grs,178.76,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/2226fa19_7790070410009_m.jpg,Almacen,Premezclas,Gelatina light durazno Exquisita de 25 grs,Almacen Premezclas, 
Postre p/preparar Chocolate,Royal,65 grs,171.92,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1e5b1f99_7622201705169_m.jpg,Almacen,Premezclas,Postre p/preparar Chocolate Royal de 65 grs,Almacen Premezclas, 
Polvo p/preparar Brownies Chocolate,Exquisita,425 grs,648.18,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/02922fdc_7790070410627_m.jpg,Almacen,Premezclas,Polvo p/preparar Brownies Chocolate Exquisita de 425 grs,Almacen Premezclas, 
Gelatina Durazno en Sobres,Exquisita,40 grs,187.70,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Premezclas,Gelatina Durazno en Sobres Exquisita de 40 grs,Almacen Premezclas, 
Gelatina Naranja en Sobres,Exquisita,40 grs,178.76,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Premezclas,Gelatina Naranja en Sobres Exquisita de 40 grs,Almacen Premezclas, 
Bizcochuelo Vainilla,Godet,480 grs,649.00,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Premezclas,Bizcochuelo Vainilla Godet de 480 grs,Almacen Premezclas, 
Bizcochuelo Vainilla,Aguila,540 grs,461.59,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1e5b11bb_7790580132293_m.jpg,Almacen,Premezclas,Bizcochuelo Vainilla Aguila de 540 grs,Almacen Premezclas, 
Bizcochuelo p/Preparar Limon,Exquisita,540 grs,649.83,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,Premezclas,Bizcochuelo p/Preparar Limon Exquisita de 540 grs,Almacen Premezclas, 
Premezcla p/pizza,Mama Cocina,500 grs,272.85,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/72e3543c_7792180004833_m.jpg,Almacen,Premezclas,Premezcla p/pizza Mama Cocina de 500 grs,Almacen Premezclas, 
Harina 0000,Morixe,1 Kgr,426.53,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/07e54925_7790199000020_m.jpg,Almacen,"Harinas, Cereales y Derivados",Harina 0000 Morixe de 1 Kgr,"Almacen Harinas, Cereales y Derivados", 
Harina Leudante,Morixe,1 Kgr,542.76,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,"Harinas, Cereales y Derivados",Harina Leudante Morixe de 1 Kgr,"Almacen Harinas, Cereales y Derivados", 
Harina Leudante,Blancaflor,1 Kgr,383.07,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/d3548f54_7790070507228_m.jpg,Almacen,"Harinas, Cereales y Derivados",Harina Leudante Blancaflor de 1 Kgr,"Almacen Harinas, Cereales y Derivados", 
Polenta,Morixe,500 grs,272.46,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/fb9d9f9f_7790199603207_m.jpg,Almacen,"Harinas, Cereales y Derivados",Polenta Morixe de 500 grs,"Almacen Harinas, Cereales y Derivados", 
Cereal con Maiz,Bagley,189 grs,395.26,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1e497592_7790040136236_m.jpg,Almacen,"Harinas, Cereales y Derivados",Cereal con Maiz Bagley de 189 grs,"Almacen Harinas, Cereales y Derivados", 
Semola NutraVit Clasica,Vitina,250 grs,413.59,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,"Harinas, Cereales y Derivados",Semola NutraVit Clasica Vitina de 250 grs,"Almacen Harinas, Cereales y Derivados", 
Semola Nutrivit Plus Espinaca,Vitina,250 grs,469.28,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/58e23d18_7790070318893_m.jpg,Almacen,"Harinas, Cereales y Derivados",Semola Nutrivit Plus Espinaca Vitina de 250 grs,"Almacen Harinas, Cereales y Derivados", 
Semola Nutrivit Plus Vegetales,Vitina,250 grs,469.27,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/15d0bd98_7790070318909_m.jpg,Almacen,"Harinas, Cereales y Derivados",Semola Nutrivit Plus Vegetales Vitina de 250 grs,"Almacen Harinas, Cereales y Derivados", 
Avena Tradicional,Morixe,300 grs,622.66,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/4d93882a_7790199603306_m.jpg,Almacen,"Harinas, Cereales y Derivados",Avena Tradicional Morixe de 300 grs,"Almacen Harinas, Cereales y Derivados", 
Bolitas Cereal,Chocolino,200 grs,525.93,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/a0d1e8a3_7790150831106_m.jpg,Almacen,"Harinas, Cereales y Derivados",Bolitas Cereal Chocolino de 200 grs,"Almacen Harinas, Cereales y Derivados", 
Galletitas de Cereal Avena-Pasas,Cereal Mix,180 grs,514.13,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,"Harinas, Cereales y Derivados",Galletitas de Cereal Avena-Pasas Cereal Mix de 180 grs,"Almacen Harinas, Cereales y Derivados", 
Copos de Maiz,Granix,160 grs,418.11,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/249e43f5_7790045001584_m.png,Almacen,"Harinas, Cereales y Derivados",Copos de Maiz Granix de 160 grs,"Almacen Harinas, Cereales y Derivados", 
Semillas Mix Desayuno,Alicante,150 grs,591.69,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1e38241b_7790150611029_m.jpg,Almacen,"Harinas, Cereales y Derivados",Semillas Mix Desayuno Alicante de 150 grs,"Almacen Harinas, Cereales y Derivados", 
Semillas Mix Ensalada,Alicante,150 grs,591.69,https://todoatucasa.xrp.net/img/products/no_product.png,Almacen,"Harinas, Cereales y Derivados",Semillas Mix Ensalada Alicante de 150 grs,"Almacen Harinas, Cereales y Derivados", 
Semillas Mix para Cocinar,Alicante,150 grs,591.69,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1e38241b_7790150611128_m.jpg,Almacen,"Harinas, Cereales y Derivados",Semillas Mix para Cocinar Alicante de 150 grs,"Almacen Harinas, Cereales y Derivados", 
Harina de maiz,Prestopronta,500 grs,512.39,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/9fa0348c_7790580660000_m.jpg,Almacen,"Harinas, Cereales y Derivados",Harina de maiz Prestopronta de 500 grs,"Almacen Harinas, Cereales y Derivados", 
Harina P/Preparar Arepas,Morixe,1 Kgr,1418.34,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/87cb8aef_7790199603368_m.jpg,Almacen,"Harinas, Cereales y Derivados",Harina P/Preparar Arepas Morixe de 1 Kgr,"Almacen Harinas, Cereales y Derivados", 
Harina de Almendra,Cumana,200 grs,2709.58,https://img.xrp.net/fb2de06e-5378-452a-9eee-058bfcb21f34/1e495d74_7791885412240_m.jpg,Almacen,"Harinas, Cereales y Derivados",Harina de Almendra Cumana de 200 grs,"Almacen Harinas, Cereales y Derivados", 
